ReportedYear,GeoDivision,Category,Subtype,Count_,CountCleared
2019,D51,Other Criminal Code Violations,Other,1465,1355
2019,D11,Crimes Against Property,Break & Enter-Apartment,138,26
2019,D11,Crimes Against Property,Break & Enter-Commercial,185,40
2019,D11,Crimes Against Property,Break & Enter-House,86,7
2019,D11,Crimes Against Property,Break & Enter-Other,38,6
2019,D54/D55,Crimes Against Property,Theft Under $5000,3969,1014
2019,D54/D55,Crimes Against the Person,Assault,1564,1026
2019,D54/D55,Crimes Against the Person,Attempt Murder,12,10
2019,D54/D55,Crimes Against the Person,Other,336,212
2019,D54/D55,Crimes Against the Person,Robbery-Financial,9,7
2019,D54/D55,Crimes Against the Person,Robbery-Other,202,95
2019,D54/D55,Crimes Against the Person,Sexual Violation,208,108
2019,D54/D55,Criminal Code Traffic ,Other,146,140
2019,D54/D55,Other Criminal Code Violations,Other,1028,921
2019,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,134,120
2019,D54/D55,Other Federal Statute Violations,Other,9,8
2019,NSA,Controlled Drugs and Substances Act,Other,97,83
2019,NSA,Crimes Against Property,Auto Theft,49,8
2019,NSA,Crimes Against Property,Break & Enter-Apartment,29,7
2019,NSA,Crimes Against Property,Break & Enter-Commercial,37,13
2019,NSA,Crimes Against Property,Break & Enter-House,17,1
2019,NSA,Crimes Against Property,Break & Enter-Other,11,3
2019,NSA,Crimes Against Property,Fraud,293,22
2019,NSA,Crimes Against Property,Other,279,86
2019,NSA,Crimes Against Property,Theft Over $5000,26,5
2019,NSA,Crimes Against Property,Theft Under $5000,478,110
2020,D14,Crimes Against the Person,Sexual Violation,160,66
2020,D31,Crimes Against Property,Theft Over $5000,132,16
2020,D41,Crimes Against Property,Auto Theft,340,46
2020,D43,Crimes Against the Person,Robbery-Other,148,74
2019,NSA,Crimes Against the Person,Assault,384,160
2019,NSA,Crimes Against the Person,Attempt Murder,3,2
2019,NSA,Crimes Against the Person,Other,85,38
2019,NSA,Crimes Against the Person,Robbery-Financial,31,30
2019,NSA,Crimes Against the Person,Robbery-Other,139,78
2019,NSA,Crimes Against the Person,Sexual Violation,166,38
2019,NSA,Criminal Code Traffic ,Other,94,88
2019,NSA,Other Criminal Code Violations,Other,358,333
2019,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,51,46
2019,NSA,Other Federal Statute Violations,Other,15,9
2020,D11,Controlled Drugs and Substances Act,Other,70,58
2020,D11,Crimes Against Property,Auto Theft,195,16
2020,D11,Crimes Against Property,Break & Enter-Apartment,110,21
2020,D11,Crimes Against Property,Break & Enter-Commercial,151,38
2020,D11,Crimes Against Property,Break & Enter-House,92,19
2020,D11,Crimes Against Property,Break & Enter-Other,37,8
2020,D11,Crimes Against Property,Fraud,444,28
2020,D11,Crimes Against Property,Other,677,165
2020,D11,Crimes Against Property,Theft Over $5000,43,9
2020,D11,Crimes Against Property,Theft Under $5000,2082,417
2020,D11,Crimes Against the Person,Assault,653,396
2020,D11,Crimes Against the Person,Attempt Murder,3,3
2020,D11,Crimes Against the Person,Other,122,69
2020,D11,Crimes Against the Person,Robbery-Financial,4,2
2020,D11,Crimes Against the Person,Robbery-Other,82,33
2020,D11,Crimes Against the Person,Sexual Violation,103,48
2020,D11,Criminal Code Traffic ,Other,60,53
2020,D11,Other Criminal Code Violations,Other,600,552
2020,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,45,40
2020,D11,Other Federal Statute Violations,Other,11,8
2020,D12,Controlled Drugs and Substances Act,Other,84,80
2020,D12,Crimes Against Property,Auto Theft,336,25
2020,D12,Crimes Against Property,Break & Enter-Apartment,49,20
2020,D14,Criminal Code Traffic ,Other,106,100
2020,D31,Crimes Against Property,Theft Under $5000,1928,369
2020,D43,Crimes Against the Person,Sexual Violation,166,94
2020,D14,Other Criminal Code Violations,Other,841,735
2020,D41,Crimes Against Property,Break & Enter-Apartment,78,28
2020,D31,Crimes Against the Person,Assault,1191,750
2020,D43,Criminal Code Traffic ,Other,170,150
2020,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,81,73
2020,D41,Crimes Against Property,Break & Enter-Commercial,186,63
2020,D31,Crimes Against the Person,Attempt Murder,26,20
2020,D43,Other Criminal Code Violations,Other,794,663
2020,D14,Other Federal Statute Violations,Other,14,11
2020,D41,Crimes Against Property,Break & Enter-House,72,17
2020,D31,Crimes Against the Person,Other,263,144
2020,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,122,106
2020,D22,Controlled Drugs and Substances Act,Other,75,66
2020,D41,Crimes Against Property,Break & Enter-Other,33,13
2020,D31,Crimes Against the Person,Robbery-Financial,1,1
2020,D43,Other Federal Statute Violations,Other,14,11
2020,D22,Crimes Against Property,Auto Theft,490,25
2020,D41,Crimes Against Property,Fraud,675,67
2020,D31,Crimes Against the Person,Robbery-Other,176,82
2020,D51,Controlled Drugs and Substances Act,Other,351,332
2020,D22,Crimes Against Property,Break & Enter-Apartment,92,37
2020,D41,Crimes Against Property,Other,851,259
2020,D31,Crimes Against the Person,Sexual Violation,161,75
2020,D53,Crimes Against Property,Theft Over $5000,99,5
2020,D51,Crimes Against Property,Auto Theft,144,25
2020,D51,Crimes Against Property,Break & Enter-Apartment,284,81
2020,D51,Crimes Against Property,Break & Enter-Commercial,291,87
2020,D51,Crimes Against Property,Break & Enter-House,30,5
2020,D51,Crimes Against Property,Break & Enter-Other,74,24
2020,D51,Crimes Against Property,Fraud,814,58
2020,D51,Crimes Against Property,Other,1607,560
2020,D51,Crimes Against Property,Theft Over $5000,93,13
2020,D51,Crimes Against Property,Theft Under $5000,3382,571
2020,D51,Crimes Against the Person,Assault,1966,1214
2020,D51,Crimes Against the Person,Attempt Murder,4,2
2020,D51,Crimes Against the Person,Other,286,151
2020,D51,Crimes Against the Person,Robbery-Other,305,138
2020,D51,Crimes Against the Person,Sexual Violation,193,87
2020,D51,Criminal Code Traffic ,Other,80,69
2020,D51,Other Criminal Code Violations,Other,1469,1313
2020,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,215,182
2020,D51,Other Federal Statute Violations,Other,14,8
2020,D52,Controlled Drugs and Substances Act,Other,67,64
2020,D52,Crimes Against Property,Auto Theft,86,11
2020,D52,Crimes Against Property,Break & Enter-Apartment,131,34
2020,D52,Crimes Against Property,Break & Enter-Commercial,314,127
2020,D52,Crimes Against Property,Break & Enter-House,15,4
2020,D52,Crimes Against Property,Break & Enter-Other,39,12
2020,D52,Crimes Against Property,Fraud,952,105
2020,D52,Crimes Against Property,Other,1112,230
2020,D52,Crimes Against Property,Theft Over $5000,91,21
2020,D52,Crimes Against Property,Theft Under $5000,2887,450
2020,D52,Crimes Against the Person,Assault,1094,677
2020,D52,Crimes Against the Person,Attempt Murder,4,4
2020,D52,Crimes Against the Person,Other,185,106
2020,D52,Crimes Against the Person,Robbery-Financial,3,2
2020,D52,Crimes Against the Person,Robbery-Other,127,57
2020,D52,Crimes Against the Person,Sexual Violation,151,78
2020,D52,Criminal Code Traffic ,Other,64,60
2020,D52,Other Criminal Code Violations,Other,1539,743
2020,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,102,88
2020,D52,Other Federal Statute Violations,Other,28,13
2020,D53,Controlled Drugs and Substances Act,Other,33,32
2020,D53,Crimes Against Property,Auto Theft,319,31
2020,D53,Crimes Against Property,Break & Enter-Apartment,230,44
2020,D53,Crimes Against Property,Break & Enter-Commercial,235,50
2020,D53,Crimes Against Property,Break & Enter-House,175,22
2020,D53,Crimes Against Property,Break & Enter-Other,72,9
2020,D53,Crimes Against Property,Fraud,724,72
2020,D53,Crimes Against Property,Other,745,141
2020,D41,Crimes Against Property,Theft Over $5000,48,7
2020,D41,Crimes Against Property,Theft Under $5000,2264,598
2020,D41,Crimes Against the Person,Assault,1065,691
2020,D41,Crimes Against the Person,Attempt Murder,3,3
2020,D41,Crimes Against the Person,Other,238,151
2020,D41,Crimes Against the Person,Robbery-Financial,1,1
2020,D41,Crimes Against the Person,Robbery-Other,150,76
2020,D41,Crimes Against the Person,Sexual Violation,132,72
2020,D41,Criminal Code Traffic ,Other,142,124
2020,D41,Other Criminal Code Violations,Other,1106,943
2020,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,99,84
2020,D41,Other Federal Statute Violations,Other,4,2
2020,D42,Controlled Drugs and Substances Act,Other,43,39
2020,D42,Crimes Against Property,Auto Theft,418,20
2020,D42,Crimes Against Property,Break & Enter-Apartment,62,13
2020,D42,Crimes Against Property,Break & Enter-Commercial,149,42
2020,D42,Crimes Against Property,Break & Enter-House,118,26
2020,D42,Crimes Against Property,Break & Enter-Other,18,7
2020,D42,Crimes Against Property,Fraud,692,36
2020,D42,Crimes Against Property,Other,657,161
2020,D42,Crimes Against Property,Theft Over $5000,49,5
2020,D42,Crimes Against Property,Theft Under $5000,1751,241
2020,D42,Crimes Against the Person,Assault,905,580
2020,D42,Crimes Against the Person,Attempt Murder,8,6
2020,D42,Crimes Against the Person,Other,225,111
2020,D42,Crimes Against the Person,Robbery-Financial,9,8
2020,D42,Crimes Against the Person,Robbery-Other,150,62
2020,D42,Crimes Against the Person,Sexual Violation,110,55
2020,D42,Criminal Code Traffic ,Other,140,128
2020,D42,Other Criminal Code Violations,Other,390,300
2020,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,53,47
2020,D42,Other Federal Statute Violations,Other,7,5
2020,D43,Controlled Drugs and Substances Act,Other,74,71
2020,D43,Crimes Against Property,Auto Theft,318,35
2020,D43,Crimes Against Property,Break & Enter-Apartment,69,27
2020,D43,Crimes Against Property,Break & Enter-Commercial,78,29
2020,D43,Crimes Against Property,Break & Enter-House,81,25
2020,D43,Crimes Against Property,Break & Enter-Other,30,12
2020,D43,Crimes Against Property,Fraud,679,99
2020,D43,Crimes Against Property,Other,781,218
2020,D43,Crimes Against Property,Theft Over $5000,58,16
2020,D43,Crimes Against Property,Theft Under $5000,1971,418
2020,D43,Crimes Against the Person,Assault,1330,866
2020,D43,Crimes Against the Person,Attempt Murder,7,2
2020,D43,Crimes Against the Person,Other,321,179
2020,D43,Crimes Against the Person,Robbery-Financial,2,2
2020,D12,Crimes Against Property,Break & Enter-Commercial,86,21
2020,D31,Criminal Code Traffic ,Other,131,115
2020,D12,Crimes Against Property,Break & Enter-House,51,15
2020,D53,Crimes Against Property,Theft Under $5000,2640,386
2020,D22,Crimes Against Property,Break & Enter-Commercial,172,51
2020,D31,Other Criminal Code Violations,Other,611,483
2020,D22,Crimes Against Property,Break & Enter-House,100,22
2020,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,142,105
2020,D22,Crimes Against Property,Break & Enter-Other,35,8
2020,D31,Other Federal Statute Violations,Other,12,10
2020,D22,Crimes Against Property,Fraud,712,59
2020,D32,Controlled Drugs and Substances Act,Other,38,35
2020,D22,Crimes Against Property,Other,905,226
2020,D32,Crimes Against Property,Auto Theft,664,44
2020,D22,Crimes Against Property,Theft Over $5000,94,9
2020,D32,Crimes Against Property,Break & Enter-Apartment,68,19
2020,D22,Crimes Against Property,Theft Under $5000,2551,389
2020,D32,Crimes Against Property,Break & Enter-Commercial,220,46
2020,D22,Crimes Against the Person,Assault,904,576
2020,D32,Crimes Against Property,Break & Enter-House,193,20
2020,D22,Crimes Against the Person,Attempt Murder,1,1
2020,D32,Crimes Against Property,Break & Enter-Other,27,6
2020,D22,Crimes Against the Person,Other,188,121
2020,D32,Crimes Against Property,Fraud,1172,96
2020,D22,Crimes Against the Person,Robbery-Financial,10,9
2020,D32,Crimes Against Property,Other,1162,362
2020,D22,Crimes Against the Person,Robbery-Other,131,63
2020,D32,Crimes Against Property,Theft Over $5000,116,16
2020,D22,Crimes Against the Person,Sexual Violation,105,60
2020,D32,Crimes Against Property,Theft Under $5000,3483,558
2020,D22,Criminal Code Traffic ,Other,142,136
2020,D22,Other Criminal Code Violations,Other,692,605
2020,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,104,90
2020,D22,Other Federal Statute Violations,Other,7,6
2020,D23,Controlled Drugs and Substances Act,Other,35,31
2020,D23,Crimes Against Property,Auto Theft,776,29
2020,D23,Crimes Against Property,Break & Enter-Apartment,31,6
2020,D23,Crimes Against Property,Break & Enter-Commercial,111,17
2020,D23,Crimes Against Property,Break & Enter-House,49,13
2020,D23,Crimes Against Property,Break & Enter-Other,25,6
2020,D23,Crimes Against Property,Fraud,571,57
2020,D23,Crimes Against Property,Other,555,107
2020,D23,Crimes Against Property,Theft Over $5000,84,8
2020,D23,Crimes Against Property,Theft Under $5000,1668,180
2020,D23,Crimes Against the Person,Assault,770,504
2020,D23,Crimes Against the Person,Attempt Murder,11,8
2020,D23,Crimes Against the Person,Other,155,93
2020,D23,Crimes Against the Person,Robbery-Financial,1,1
2020,D23,Crimes Against the Person,Robbery-Other,138,50
2020,D23,Crimes Against the Person,Sexual Violation,94,49
2020,D23,Criminal Code Traffic ,Other,97,89
2020,D23,Other Criminal Code Violations,Other,295,249
2020,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,34,25
2020,D23,Other Federal Statute Violations,Other,6,3
2020,D31,Controlled Drugs and Substances Act,Other,65,52
2020,D31,Crimes Against Property,Auto Theft,699,26
2020,D31,Crimes Against Property,Break & Enter-Apartment,76,29
2020,D31,Crimes Against Property,Break & Enter-Commercial,133,27
2020,D31,Crimes Against Property,Break & Enter-House,55,13
2020,D31,Crimes Against Property,Break & Enter-Other,29,5
2020,D31,Crimes Against Property,Fraud,685,42
2020,D31,Crimes Against Property,Other,801,237
2020,D12,Crimes Against Property,Break & Enter-Other,19,5
2020,D53,Crimes Against the Person,Assault,789,412
2020,D32,Crimes Against the Person,Assault,1089,621
2020,D53,Crimes Against the Person,Attempt Murder,1,1
2020,D12,Crimes Against Property,Fraud,411,32
2020,D32,Crimes Against the Person,Attempt Murder,7,5
2020,D53,Crimes Against the Person,Other,205,95
2020,D12,Crimes Against Property,Other,535,180
2020,D32,Crimes Against the Person,Other,257,138
2020,D53,Crimes Against the Person,Robbery-Other,101,52
2020,D12,Crimes Against Property,Theft Over $5000,43,5
2020,D32,Crimes Against the Person,Robbery-Financial,4,3
2020,D53,Crimes Against the Person,Sexual Violation,131,48
2020,D12,Crimes Against Property,Theft Under $5000,1311,244
2020,D32,Crimes Against the Person,Robbery-Other,190,70
2020,D53,Criminal Code Traffic ,Other,67,56
2020,D12,Crimes Against the Person,Assault,689,493
2020,D32,Crimes Against the Person,Sexual Violation,138,64
2020,D53,Other Criminal Code Violations,Other,452,370
2020,D12,Crimes Against the Person,Attempt Murder,10,8
2020,D32,Criminal Code Traffic ,Other,114,104
2020,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,65,51
2020,D12,Crimes Against the Person,Other,127,72
2020,D32,Other Criminal Code Violations,Other,764,631
2020,D53,Other Federal Statute Violations,Other,7,6
2020,D12,Crimes Against the Person,Robbery-Financial,1,1
2020,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,94,78
2020,D54/D55,Controlled Drugs and Substances Act,Other,92,88
2020,D12,Crimes Against the Person,Robbery-Other,85,34
2020,D32,Other Federal Statute Violations,Other,10,8
2020,D33,Controlled Drugs and Substances Act,Other,33,22
2020,D33,Crimes Against Property,Auto Theft,274,14
2020,D33,Crimes Against Property,Break & Enter-Apartment,88,20
2020,D33,Crimes Against Property,Break & Enter-Commercial,54,9
2020,D33,Crimes Against Property,Break & Enter-House,134,4
2020,D33,Crimes Against Property,Break & Enter-Other,17,5
2020,D33,Crimes Against Property,Fraud,711,25
2020,D33,Crimes Against Property,Other,683,115
2020,D33,Crimes Against Property,Theft Over $5000,55,6
2020,D33,Crimes Against Property,Theft Under $5000,1622,236
2020,D33,Crimes Against the Person,Assault,616,364
2020,D33,Crimes Against the Person,Attempt Murder,1,0
2020,D33,Crimes Against the Person,Other,154,93
2020,D33,Crimes Against the Person,Robbery-Financial,4,4
2020,D33,Crimes Against the Person,Robbery-Other,75,19
2020,D33,Crimes Against the Person,Sexual Violation,104,44
2020,D33,Criminal Code Traffic ,Other,74,63
2020,D33,Other Criminal Code Violations,Other,261,206
2020,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,45,39
2020,D33,Other Federal Statute Violations,Other,6,4
2020,D41,Controlled Drugs and Substances Act,Other,85,80
2020,D54/D55,Crimes Against Property,Auto Theft,254,29
2020,D54/D55,Crimes Against Property,Break & Enter-Apartment,159,37
2020,D54/D55,Crimes Against Property,Break & Enter-Commercial,255,61
2020,D54/D55,Crimes Against Property,Break & Enter-House,198,49
2020,D54/D55,Crimes Against Property,Break & Enter-Other,56,4
2020,D54/D55,Crimes Against Property,Fraud,803,52
2020,D54/D55,Crimes Against Property,Other,1302,310
2020,D54/D55,Crimes Against Property,Theft Over $5000,98,16
2020,D54/D55,Crimes Against Property,Theft Under $5000,3151,574
2020,D54/D55,Crimes Against the Person,Assault,1313,815
2020,D54/D55,Crimes Against the Person,Attempt Murder,11,6
2020,D54/D55,Crimes Against the Person,Other,272,157
2020,D54/D55,Crimes Against the Person,Robbery-Financial,7,3
2020,D54/D55,Crimes Against the Person,Robbery-Other,183,81
2020,D54/D55,Crimes Against the Person,Sexual Violation,182,89
2020,D54/D55,Criminal Code Traffic ,Other,111,103
2020,D54/D55,Other Criminal Code Violations,Other,822,691
2020,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,92,77
2020,D54/D55,Other Federal Statute Violations,Other,9,6
2020,NSA,Controlled Drugs and Substances Act,Other,90,74
2020,NSA,Crimes Against Property,Auto Theft,29,4
2020,NSA,Crimes Against Property,Break & Enter-Apartment,17,3
2020,NSA,Crimes Against Property,Break & Enter-Commercial,28,4
2020,NSA,Crimes Against Property,Break & Enter-House,5,0
2020,NSA,Crimes Against Property,Break & Enter-Other,2,1
2020,NSA,Crimes Against Property,Fraud,191,16
2020,NSA,Crimes Against Property,Other,156,58
2020,NSA,Crimes Against Property,Theft Over $5000,13,4
2020,NSA,Crimes Against Property,Theft Under $5000,204,30
2020,NSA,Crimes Against the Person,Assault,255,115
2020,NSA,Crimes Against the Person,Attempt Murder,1,1
2020,NSA,Crimes Against the Person,Other,72,21
2020,NSA,Crimes Against the Person,Robbery-Financial,17,17
2020,NSA,Crimes Against the Person,Robbery-Other,46,22
2020,NSA,Crimes Against the Person,Sexual Violation,138,32
2020,NSA,Criminal Code Traffic ,Other,84,74
2020,NSA,Other Criminal Code Violations,Other,205,182
2020,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,61,54
2020,NSA,Other Federal Statute Violations,Other,11,4
2020,D12,Crimes Against the Person,Sexual Violation,84,40
2020,D12,Criminal Code Traffic ,Other,109,91
2020,D12,Other Criminal Code Violations,Other,420,366
2020,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,65,55
2020,D12,Other Federal Statute Violations,Other,14,12
2020,D13,Controlled Drugs and Substances Act,Other,48,40
2020,D13,Crimes Against Property,Auto Theft,271,20
2020,D13,Crimes Against Property,Break & Enter-Apartment,73,21
2020,D13,Crimes Against Property,Break & Enter-Commercial,127,48
2020,D13,Crimes Against Property,Break & Enter-House,125,23
2020,D13,Crimes Against Property,Break & Enter-Other,42,10
2020,D13,Crimes Against Property,Fraud,392,33
2020,D13,Crimes Against Property,Other,603,157
2020,D13,Crimes Against Property,Theft Over $5000,41,10
2020,D13,Crimes Against Property,Theft Under $5000,1620,204
2020,D13,Crimes Against the Person,Assault,579,381
2020,D13,Crimes Against the Person,Attempt Murder,4,3
2020,D13,Crimes Against the Person,Other,112,58
2020,D13,Crimes Against the Person,Robbery-Financial,3,3
2020,D13,Crimes Against the Person,Robbery-Other,95,39
2020,D13,Crimes Against the Person,Sexual Violation,76,31
2020,D13,Criminal Code Traffic ,Other,86,72
2020,D13,Other Criminal Code Violations,Other,379,324
2020,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,42,38
2020,D13,Other Federal Statute Violations,Other,5,5
2020,D14,Controlled Drugs and Substances Act,Other,137,126
2020,D14,Crimes Against Property,Auto Theft,207,18
2020,D14,Crimes Against Property,Break & Enter-Apartment,268,81
2020,D14,Crimes Against Property,Break & Enter-Commercial,328,86
2020,D14,Crimes Against Property,Break & Enter-House,95,27
2020,D14,Crimes Against Property,Break & Enter-Other,52,18
2020,D14,Crimes Against Property,Fraud,908,78
2020,D14,Crimes Against Property,Other,1173,330
2020,D14,Crimes Against Property,Theft Over $5000,80,10
2020,D14,Crimes Against Property,Theft Under $5000,3180,478
2020,D14,Crimes Against the Person,Assault,1252,751
2020,D14,Crimes Against the Person,Attempt Murder,3,1
2020,D14,Crimes Against the Person,Other,183,101
2020,D14,Crimes Against the Person,Robbery-Financial,3,3
2020,D14,Crimes Against the Person,Robbery-Other,117,64
